danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,track_names,artist_names,happy,genre
0.824,0.588,6,-6.4,0,0.0924,0.692,0.000104,0.149,0.513,98.027,209438,4,Dance Monkey,['Tones And I'],1,pop
0.915,0.498,11,-10.435,1,0.102,0.00556,0.000116,0.067,0.555,95.852,194493,4,Faith,['George Michael'],1,rock
0.75,0.404,9,-10.178,0,0.0682,0.216,0.000357,0.0911,0.0499,95.045,232253,4,Delicate,['Taylor Swift'],1,pop
0.66,0.816,2,-6.61,1,0.0299,0.168,0.0181,0.0608,0.678,111.346,263040,4,Don't You (Forget About Me),['Simple Minds'],1,rock
0.691,0.658,0,-6.496,1,0.0359,0.398,4.58E-05,0.112,0.617,97.68,300160,4,Tu Amor Me Hace Bien - Salsa Version,['Marc Anthony'],1,latin
0.671,0.373,9,-18.064,1,0.0323,0.257,7.95E-05,0.0481,0.732,92.717,295893,4,Africa,['TOTO'],1,rock
0.536,0.768,10,-5.948,0,0.0347,0.00433,0,0.114,0.545,77.217,228133,4,Steal My Girl,['One Direction'],1,pop
0.674,0.81,7,-5.117,0,0.0378,0.0923,4.74E-05,0.11,0.391,94.995,196867,4,Next To Me,['Emeli Sandé'],1,pop
0.666,0.728,7,-5.808,1,0.0419,0.00175,4.26E-06,0.0429,0.51,122.996,204878,4,broken,['lovelytheband'],1,rock
0.801,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,163253,4,Feel It Still,['Portugal. The Man'],1,rock
0.696,0.875,0,-3.682,1,0.0649,0.134,0,0.159,0.772,127.39,222733,4,Forget You,['CeeLo Green'],1,hip hop
0.71,0.789,4,-3.874,1,0.0722,0.0161,2.77E-06,0.451,0.717,142.929,131064,4,Mine,['Bazzi'],1,pop
0.673,0.902,2,-2.392,1,0.0346,0.0591,0.000262,0.0558,0.538,100.012,194240,4,Best Day Of My Life,['American Authors'],1,pop
0.524,0.397,0,-11.936,1,0.405,0.745,0,0.521,0.552,80.744,221093,4,Hold Up,['Beyoncé'],1,pop
0.555,0.926,7,-3.613,1,0.0363,0.0484,7.67E-06,0.171,0.771,138.017,188387,4,"Accidentally In Love - From ""Shrek 2"" Soundtrack",['Counting Crows'],1,rock
0.481,0.94,7,-5.204,1,0.066,0.000891,0,0.0939,0.66,96.493,189333,4,Absolutely (Story of a Girl) - Radio Mix,['Nine Days'],1,pop
0.448,0.665,9,-4.203,1,0.026,0.06,2.55E-05,0.0828,0.304,172.004,237147,4,Somewhere Only We Know,['Keane'],1,rock
0.615,0.733,8,-4.808,1,0.0335,0.152,0,0.109,0.796,122.58,244587,4,Haven't Met You Yet,['Michael Bublé'],1,pop
0.622,0.608,10,-5.085,1,0.036,0.138,5.38E-06,0.273,0.607,89.661,243160,4,I'm Like A Bird,['Nelly Furtado'],1,pop
0.513,0.661,3,-6.8,1,0.0439,0.0274,0,0.118,0.461,180.118,228347,4,Fireflies,['Owl City'],1,pop
0.675,0.885,1,-4.432,0,0.0436,0.217,0,0.086,0.768,97.03,216667,4,"Hey, Soul Sister",['Train'],1,pop
0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4,Island In The Sun,['Weezer'],1,rock
0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587,4,Mr. Brightside,['The Killers'],1,rock
0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,213107,4,Gives You Hell,['The All-American Rejects'],1,pop
0.62,0.655,4,-8.525,1,0.0455,0.024,4.19E-05,0.301,0.335,109.987,203107,4,There's Still A Light In The House,['Valley'],1,pop
0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,201253,4,Lost In Japan - Remix,"['Shawn Mendes', 'Zedd']",1,pop
0.827,0.613,8,-5.34,1,0.0621,0.366,1.25E-05,0.093,0.747,137.96,177973,4,Bad,['Lennon Stella'],1,pop
0.736,0.721,2,-4.748,1,0.0319,0.39,0,0.653,0.921,122.002,213693,4,Don't Be Stupid (You Know I Love You),['Shania Twain'],1,country
0.673,0.836,1,-4.574,1,0.0684,0.0713,0,0.0657,0.635,91.044,204653,4,Kiss Me,['MAGIC!'],1,pop
0.671,0.84,7,-5.937,1,0.0337,0.0108,0.0108,0.448,0.291,95.014,211000,4,Run,['VIKINGS'],1,Alternative
0.859,0.358,2,-7.527,1,0.0681,0.0766,0,0.0858,0.525,90.013,195657,4,I Know,['Jocelyn Alice'],1,pop
0.723,0.569,2,-6.21,1,0.0792,0.54,0,0.106,0.445,97.998,200733,4,With You,['Tyler Shaw'],1,pop
0.325,0.342,7,-8.86,1,0.0358,0.748,6.63E-05,0.101,0.264,92.08,243200,4,Fool For Waiting,['Dan Mangan'],1,Alternative
0.413,0.829,4,-11.111,1,0.529,0.394,0,0.108,0.677,191.477,265533,4,Steal My Sunshine,['LEN'],1,
0.82,0.692,3,-6.164,1,0.11,0.408,0,0.0929,0.739,105.131,175806,4,Hang Ups,['Scott Helman'],1,pop
0.815,0.688,3,-3.108,1,0.0368,0.0701,0,0.412,0.567,116.037,204288,4,Just Here with My Friends,"['The Darcys', 'Leah Fay']",1,Alternative
0.37,0.526,2,-7.137,1,0.0362,0.208,0,0.213,0.481,79.209,191117,4,Montreal - Tep No Remix,"['Port Cities', 'Tep No']",1,house
0.612,0.57,11,-6.642,0,0.0347,0.279,0,0.0963,0.335,77.004,197293,4,The Bones,['Maren Morris'],1,country
0.649,0.319,10,-10.504,1,0.0409,0.655,1.74E-05,0.122,0.431,77.061,202718,4,Half-Saved,['Luca Fogale'],1,Alternative
0.753,0.709,1,-5.132,0,0.0347,0.00634,0.000896,0.0967,0.572,99.966,203453,4,Nobody Love,['Tori Kelly'],1,pop
0.784,0.537,0,-9.157,1,0.386,0.306,0,0.105,0.0999,110.046,189680,4,Good To You,['Ryland James'],1,r&b
0.461,0.184,6,-15.326,1,0.0429,0.912,4.31E-06,0.108,0.372,114.478,243587,5,Always (Acoustic),['Francois Klark'],1,
0.685,0.395,0,-9.925,0,0.0771,0.376,1.95E-05,0.209,0.457,83.015,200065,4,Light Personified,['Fintan'],1,pop
0.633,0.559,6,-5.135,1,0.313,0.336,0,0.262,0.473,114.987,168640,4,Hurt Somebody,"['Noah Kahan', 'Julia Michaels']",1,pop
0.582,0.782,9,-5.013,0,0.0449,0.00157,0,0.0618,0.493,98.026,184598,4,Tell Me Smooth,['Mathew V'],1,pop
0.613,0.668,0,-6.134,1,0.162,0.00421,2.06E-06,0.324,0.622,150.171,199747,4,Trust My Lonely,['Alessia Cara'],1,pop
0.72,0.967,9,-4.434,0,0.0343,0.0289,0.000345,0.142,0.977,129.766,235093,4,Talking In Your Sleep,['The Romantics'],1,rock
0.699,0.403,11,-8.564,0,0.0614,0.421,0,0.126,0.5,113.922,292000,4,Gone,['*NSYNC'],1,pop
0.628,0.834,6,-6.341,0,0.0497,0.403,0,0.051,0.626,97.865,215507,4,Can't Fight The Moonlight,['LeAnn Rimes'],1,pop
0.693,0.722,6,-6.387,0,0.0421,0.244,0,0.0425,0.96,107.975,208667,4,Faded,['SoulDecision'],1,pop
0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,238173,4,Electricity (with Dua Lipa),"['Silk City', 'Dua Lipa', 'Diplo', 'Mark Ronson']",1,pop
0.715,0.815,9,-5.867,1,0.0576,0.0689,0,0.233,0.804,106.001,197693,4,I Think I'm in Love with You,['Jessica Simpson'],1,pop
0.652,0.447,0,-5.507,1,0.0287,0.257,0,0.253,0.234,126.905,250800,4,All or Nothing,['O-Town'],1,pop
0.624,0.945,7,-3.109,1,0.0343,0.0698,4.57E-06,0.0867,0.914,104.77,218200,4,Back Here,['BBMAK'],1,Alternative
0.729,0.752,0,-4.478,0,0.028,0.229,0,0.19,0.792,110.007,201067,4,Gotta Tell You,['Samantha Mumba'],1,pop
0.651,0.76,2,-7.472,1,0.243,0.0244,8.82E-05,0.0772,0.506,190.365,237760,4,Smile,['Vitamin C'],1,pop
0.388,0.338,10,-10.054,1,0.0328,0.652,3.72E-06,0.248,0.477,177.784,303373,4,Mr. Blue Sky,['Electric Light Orchestra'],1,rock
0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,215080,4,September,"['Earth, Wind & Fire']",1,jazz
0.737,0.569,5,-6.702,1,0.0552,0.261,0.308,0.046,0.912,167.202,190707,4,You Make My Dreams (Come True),['Daryl Hall & John Oates'],1,rock
0.731,0.804,11,-7.621,0,0.0473,0.172,0.00028,0.0685,0.957,107.383,205933,4,Come and Get Your Love - Single Version,['Redbone'],1,Alternative
0.729,0.771,4,-2.451,1,0.0725,0.00761,0,0.087,0.873,125.011,198053,4,What Makes You Beautiful,['One Direction'],1,pop
0.632,0.858,10,-3.463,1,0.035,0.0624,0,0.347,0.872,119.397,232693,4,Dancing in the Moonlight,['Toploader'],1,rock
0.672,0.735,5,-4.733,1,0.0457,0.286,0,0.242,0.754,115.741,201287,4,Shotgun,['George Ezra'],1,pop
0.72,0.791,1,-4.689,1,0.124,0.0384,0,0.157,0.756,102.071,175427,4,Classic,['MKTO'],1,pop
0.696,0.943,4,-2.962,1,0.0431,0.0736,0,0.653,0.833,129.003,194867,4,Uptown Girl,['Billy Joel'],1,rock
0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,237547,4,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",['Justin Timberlake'],1,pop
0.652,0.748,0,-5.242,1,0.0887,0.0849,0,0.604,0.652,94.1,267413,4,Love On Top,['Beyoncé'],1,pop
0.647,0.822,5,-4.662,0,0.183,0.219,0,0.0908,0.962,160.019,232720,4,"Happy - From ""Despicable Me 2""",['Pharrell Williams'],1,pop
0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048,207133,4,Adore You,['Harry Styles'],1,pop
0.693,0.575,9,-6.998,1,0.0801,0.374,0,0.252,0.492,117.999,211362,4,Happy Now,"['Kygo', 'Sandro Cavazza']",1,pop
0.827,0.658,6,-3.846,1,0.0517,0.0224,0,0.0417,0.523,115.016,152862,4,No Excuses,['Meghan Trainor'],1,pop
0.704,0.7,9,-3.67,1,0.0475,0.0761,0,0.138,0.965,95.002,187987,4,Come as You Are,['Tenille Townes'],1,country
0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21E-06,0.3,0.881,170.918,193837,4,Motivation,['Normani'],1,pop
0.665,0.799,6,-2.868,0,0.0617,0.18,0,0.125,0.5,101.976,228112,4,All the Time,['Zara Larsson'],1,pop
0.694,0.788,6,-5.33,0,0.063,0.109,0,0.0647,0.903,96.981,187640,4,The Feels,['Maren Morris'],1,country
0.687,0.447,8,-6.586,1,0.0486,0.0829,0,0.0878,0.501,114.578,202640,4,Walking in the Wind,['One Direction'],1,pop
0.617,0.615,4,-6.518,1,0.0567,0.0139,0,0.0897,0.564,125.898,218631,4,She Sets The City On Fire,['Gavin DeGraw'],1,pop
0.765,0.808,1,-4.414,0,0.0319,0.00127,1.15E-05,0.0835,0.768,122.038,196107,4,Drive By,['Train'],1,pop
0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,199080,4,Shut Up and Dance,['WALK THE MOON'],1,rock
0.564,0.945,1,-4.705,1,0.0493,0.0189,0,0.359,0.399,101.003,246333,4,Dancing On Glass,['St. Lucia'],1,pop
0.763,0.807,1,-3.714,1,0.035,0.0714,0.28,0.348,0.559,103.038,229640,3,Electric Feel,['MGMT'],1,rock
0.856,0.609,0,-7.223,1,0.0824,0.00801,8.15E-05,0.0344,0.928,114.988,269667,4,Uptown Funk (feat. Bruno Mars),"['Mark Ronson', 'Bruno Mars']",1,pop
0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.963,79.504,239240,4,Hey Ya! - Radio Mix,['OutKast'],1,hip hop
0.787,0.85,1,-4.681,1,0.0549,0.0866,0,0.103,0.929,122.024,185773,4,Wrapped Up (feat. Travie McCoy),"['Olly Murs', 'Travie McCoy']",1,pop
0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,4,Feel So Close - Radio Edit,['Calvin Harris'],1,house
0.618,0.837,9,-5.574,1,0.115,0.0842,0,0.344,0.8,168.114,174800,4,Don't Slack,"['Anderson .Paak', 'Justin Timberlake']",1,pop
0.727,0.939,8,-11.855,1,0.0369,0.135,4.35E-05,0.151,0.916,113.33,212827,4,Never Gonna Give You Up,['Rick Astley'],1,pop
0.653,0.869,5,-3.725,1,0.0382,0.128,2.20E-05,0.046,0.697,122.017,197347,4,Treat People With Kindness,['Harry Styles'],1,pop
0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160,4,Something Just Like This,"['The Chainsmokers', 'Coldplay']",1,pop
0.362,0.921,1,-3.815,0,0.486,0.123,0,0.19,0.529,172.191,180840,3,With You,"['Kaskade', 'Meghan Trainor']",1,pop
0.592,0.8,6,-4.931,0,0.215,0.0561,2.01E-06,0.0775,0.728,89.972,224813,4,Cheap Thrills (feat. Sean Paul),"['Sia', 'Sean Paul']",1,pop
0.891,0.745,11,-3.312,0,0.0538,0.0644,0,0.256,0.869,101.007,222000,4,Feels,"['Calvin Harris', 'Pharrell Williams', 'Katy Perry', 'Big Sean']",1,pop
0.685,0.869,1,-4.704,0,0.126,0.00159,0.00018,0.0718,0.232,114.943,169681,4,Raising Hell (feat. Big Freedia),"['Kesha', 'Big Freedia']",1,pop
0.682,0.644,7,-6.513,1,0.121,0.00456,2.73E-06,0.121,0.563,122.381,207573,4,Raise Your Glass,['P!nk'],1,pop
0.651,0.794,10,-4.458,1,0.0329,0.0913,0,0.249,0.792,135.974,200797,4,Red Dress,['MAGIC!'],1,pop
0.491,0.605,7,-10.098,1,0.0367,0.192,0,0.289,0.903,151.416,183507,4,Brown Eyed Girl,['Van Morrison'],1,rock
0.73,0.433,2,-7.05,1,0.0455,0.0849,0,0.169,0.572,94.596,173053,4,Can't Sleep Love,['Pentatonix'],1,Alternative
0.775,0.719,7,-6.212,0,0.0435,0.132,1.79E-06,0.0662,0.712,117.513,246027,4,Love Never Felt So Good,"['Michael Jackson', 'Justin Timberlake']",1,pop
0.597,0.643,5,-6.303,1,0.134,0.5,0,0.0435,0.823,167.963,144333,4,Rich Girl - Remastered,['Daryl Hall & John Oates'],1,rock
0.777,0.72,8,-5.293,1,0.0525,0.0438,0,0.251,0.946,114.955,194827,4,If It Feels Good (Then It Must Be),['Leon Bridges'],1,Alternative
0.582,0.821,0,-4.861,1,0.0365,0.00754,2.10E-06,0.818,0.468,100.025,261373,4,One Foot,['WALK THE MOON'],1,rock
0.694,0.712,7,-3.923,0,0.046,0.133,0,0.211,0.799,98.022,201122,4,Lush Life,['Zara Larsson'],1,pop
0.747,0.616,5,-6.999,1,0.253,0.201,0,0.234,0.399,117.89,188887,4,Bette Davis Eyes,['AZTX'],1,
0.682,0.815,2,-5.747,1,0.0656,0.107,0.000659,0.114,0.867,113.04,219795,4,Yesteryear,"[""Cosmo's Midnight""]",1,pop
0.737,0.697,8,-5.31,1,0.0895,0.43,0.000382,0.0821,0.655,94.101,182560,4,Inside Out,['Camila Cabello'],1,pop
0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267,4,Higher Love,"['Kygo', 'Whitney Houston']",1,pop
0.698,0.843,1,-4.789,1,0.0544,0.00253,0.000454,0.124,0.894,105.83,219413,4,Valerie (feat. Amy Winehouse) - Version Revisited,"['Mark Ronson', 'Amy Winehouse']",1,pop
0.619,0.603,9,-9.481,1,0.0342,0.715,0,0.0721,0.958,127.432,178933,4,"Oh, Pretty Woman",['Roy Orbison'],1,rock
0.583,0.905,2,-6.132,1,0.0733,0.0984,0.00019,0.0593,0.646,173.982,226827,4,"Footloose - From ""Footloose"" Soundtrack",['Kenny Loggins'],1,rock
0.738,0.812,1,-6.035,1,0.182,0.0497,0.000168,0.102,0.504,171.76,266347,3,The Way You Make Me Feel - Single Version,['Michael Jackson'],1,pop
0.669,0.697,0,-11.104,1,0.248,0.157,1.95E-05,0.26,0.449,110.049,205479,4,Have It All (feat. Age.Sex.Location),"[""Cosmo's Midnight"", 'ASL']",1,pop
0.67,0.838,0,-4.031,1,0.0362,0.0604,0.000611,0.159,0.717,104.998,222041,4,Call on Me - Ryan Riback Remix,"['Starley', 'Ryan Riback']",1,house
0.633,0.792,0,-3.368,0,0.0347,0.0365,1.06E-06,0.0921,0.521,98.969,241400,4,Play That Song,['Train'],1,pop
0.563,0.908,1,-4.428,1,0.0319,0.0388,1.53E-06,0.355,0.67,127.932,216760,4,Forgive Me Friend,"['Smith & Thell', 'Swedish Jam Factory']",1,pop
0.564,0.714,7,-4.987,1,0.129,0.0549,0,0.155,0.33,175.924,204013,4,Fight Song,['Rachel Platten'],1,pop
0.5,0.748,4,-9.072,1,0.0363,0.127,0,0.447,0.514,118.852,250987,4,Don't Stop Believin',['Journey'],1,rock
0.698,0.674,10,-5.576,1,0.0473,0.288,0,0.295,0.447,94.99,169355,4,I'll Be There,['Walk Off the Earth'],1,rock
0.738,0.617,0,-12.153,1,0.126,0.381,0,0.281,0.863,101.012,176436,4,Awesome,['Dylan Rockoff'],1,Alternative
0.726,0.576,0,-7.341,1,0.146,0.085,0,0.0458,0.783,82.055,166707,4,So Good,"['Zara Larsson', 'Ty Dolla $ign']",1,pop
0.796,0.807,10,-4.721,1,0.0438,0.0386,0,0.1,0.931,111.004,210697,4,Like You Love Me,['Tauren Wells'],1,Alternative
0.558,0.916,1,-3.145,0,0.0839,0.0278,0,0.0296,0.85,142.984,199720,4,No Control,['One Direction'],1,pop
0.426,0.957,9,-5.552,1,0.0634,0.00162,0.000617,0.291,0.888,159.977,174933,4,What I Like About You,['The Romantics'],1,rock
0.638,0.867,2,-6.469,1,0.0331,0.144,0.000733,0.0846,0.805,115.692,243373,4,Don't Bring Me Down,['Electric Light Orchestra'],1,rock
0.493,0.833,10,-6.86,1,0.0907,0.726,0,0.935,0.54,138.336,262733,4,Shout - Pt. 1 & 2,['The Isley Brothers'],1,Alternative
0.594,0.885,5,-8.089,1,0.272,0.789,0,0.157,0.822,116.152,221347,4,Jump in the Line,['Harry Belafonte'],1,pop
0.814,0.514,7,-11.571,1,0.0295,0.255,0.0471,0.0605,0.787,114.06,141267,4,Everyday People,['Sly & The Family Stone'],1,rock
0.574,0.96,9,-4.906,1,0.032,0.0457,0,0.121,0.978,117.486,254733,4,Glory Days,['Bruce Springsteen'],1,rock
0.707,0.798,6,-4.874,1,0.0319,0.181,0.000663,0.363,0.774,120.398,235467,4,Girls Just Want to Have Fun,['Cyndi Lauper'],1,pop
0.632,0.701,7,-5.921,1,0.146,0.0114,0,0.108,0.497,162.958,215414,4,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",['P!nk'],1,pop
0.546,0.899,7,-1.589,0,0.16,0.0215,4.88E-05,0.259,0.441,127.972,201547,4,Let There Be Love,['Christina Aguilera'],1,pop
0.672,0.755,1,-3.54,0,0.11,0.144,0,0.502,0.357,91.996,179427,4,Broken Glass,['Rachel Platten'],1,pop
0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,204760,4,We R Who We R,['Kesha'],1,pop
0.863,0.631,7,-4.689,1,0.0534,0.305,3.04E-05,0.123,0.817,128.977,223480,4,Supalonely,"['BENEE', 'Gus Dapperton']",1,pop
0.61,0.711,2,-6.661,0,0.0797,0.178,0,0.373,0.5,99.99,176406,4,Blinding Lights,"['Revelries', 'Victoria Voss']",1,house
0.802,0.599,1,-5.169,1,0.0997,0.112,0,0.236,0.484,130.108,163525,4,Alien Boy,['Oliver Tree'],1,hip hop
0.563,0.366,11,-6.896,0,0.121,0.36,0.00243,0.0955,0.768,85.352,240597,4,Heaven Falls / Fall on Me,['Surfaces'],1,pop
0.595,0.896,10,-2.951,1,0.047,0.0641,5.82E-05,0.0748,0.567,118.001,204812,4,My Type,['Saint Motel'],1,rock
0.471,0.655,2,-9.972,1,0.0376,0.0213,0.0574,0.231,0.25,196.099,211596,4,Keep Warm,['The Drives'],1,
0.644,0.568,11,-7.197,0,0.0658,0.0157,0,0.0242,0.776,153.932,168312,4,MerryGoRound,['Chase Cimala'],1,
0.686,0.783,4,-4.977,1,0.119,0.0764,0,0.163,0.814,99.978,200467,4,Tonight Tonight,['Hot Chelle Rae'],1,pop
0.554,0.589,3,-8.163,0,0.231,0.613,0.000257,0.0982,0.414,74.982,207308,4,History,"['88rising', 'Rich Brian']",1,hip hop
0.6,0.757,5,-5.092,0,0.144,0.546,0,0.222,0.906,96.012,85000,4,"I Love U, Pt. 1",['Panthurr'],1,Alternative
0.614,0.487,5,-10.316,0,0.174,0.586,0.0411,0.336,0.917,153.886,84156,4,"Woof, Pt. 1",['Panthurr'],1,Alternative
0.694,0.389,8,-5.41,1,0.0706,0.3,0,0.158,0.409,90.984,169872,4,Star,['Bazzi'],1,pop
0.686,0.541,0,-4.993,0,0.0493,0.042,0,0.0675,0.724,120.082,112493,4,CITY OF ANGELS,['24kGoldn'],1,Alternative
0.531,0.481,4,-11.709,0,0.06,0.699,0,0.0842,0.491,138.45,516893,4,American Pie,['Don McLean'],1,rock
0.491,0.801,4,-9.835,1,0.0361,0.27,0,0.0665,0.971,160.109,173947,4,I Saw Her Standing There - Remastered 2009,['The Beatles'],1,rock
0.64,0.74,4,-4.083,1,0.0284,0.0115,0.00678,0.167,0.785,116.879,216320,4,The Less I Know The Better,['Tame Impala'],1,Alternative
0.55,0.854,3,-5.968,1,0.036,0.661,0,0.112,0.965,159.231,149373,4,Surfin' U.S.A. - Remastered,['The Beach Boys'],1,rock
0.901,0.654,10,-10.15,1,0.0655,0.2,0,0.165,0.781,110.131,180240,4,Break My Stride,['Matthew Wilder'],1,pop
0.742,0.833,2,-6.463,1,0.115,0.079,0,0.384,0.816,113.375,188987,4,Should I Stay or Should I Go - Remastered,['The Clash'],1,rock
0.664,0.573,5,-6.519,1,0.0277,0.613,0.000363,0.0857,0.566,76.023,160097,4,Ophelia,['The Lumineers'],1,pop
0.466,0.823,2,-6.635,1,0.311,0.00237,0.000321,0.332,0.782,175.797,68523,4,Marlboro Nights,['Lonely God'],1,
0.746,0.61,6,-7.305,1,0.0805,0.117,0.59,0.0865,0.424,96.026,190042,4,Dreams,['Joakim Karud'],1,Alternative
0.825,0.678,4,-5.401,1,0.0461,0.519,0,0.115,0.43,134.12,201264,4,Bossa No Sé (feat. Jean Carter),"['Cuco', 'Jean Carter']",1,pop
0.703,0.831,10,-7.225,0,0.0349,0.0328,0.00839,0.218,0.949,103.573,283147,4,Stayin Alive,['Bee Gees'],1,rock
0.528,0.797,4,-7.487,1,0.0485,0.000391,0.011,0.14,0.751,143.785,136562,4,Prom Queen,['Beach Bunny'],1,pop
0.705,0.373,7,-9.066,1,0.0384,0.723,0.81,0.289,0.551,120.046,208026,4,Buttercup,['Jack Stauber'],1,Alternative
0.688,0.582,6,-10.668,0,0.0542,0.23,0.000157,0.0663,0.872,85.486,224661,4,Dissolve,['Absofacto'],1,pop
0.849,0.362,2,-8.585,1,0.41,0.519,1.62E-05,0.233,0.419,81.143,237157,4,Reckless,['Healy'],1,r&b
0.608,0.528,1,-11.722,1,0.0338,0.00387,1.40E-05,0.106,0.454,89.221,329050,4,Boys Will Be Bugs,['Cavetown'],1,pop
0.743,0.683,5,-4.606,0,0.201,0.0713,0,0.15,0.926,115.033,135521,4,Honeypie,['JAWNY'],1,pop
0.752,0.65,4,-6.194,1,0.0334,0.264,1.38E-06,0.313,0.904,141.16,177000,4,24 / 7 / 365,['Surfaces'],1,pop
0.752,0.87,1,-4.267,0,0.182,0.0229,2.28E-06,0.0996,0.761,160.128,111282,4,Weather,['Freddie Dredd'],1,Alternative
0.853,0.56,1,-4.961,1,0.0406,0.013,0,0.0944,0.86,134.066,206693,4,That's What I Like,['Bruno Mars'],1,pop
0.8,0.578,4,-5.144,0,0.0485,0.00381,0,0.367,0.367,143.01,203161,4,Wake Up in the Sky,"['Gucci Mane', 'Bruno Mars', 'Kodak Black']",1,hip hop
0.912,0.401,1,-9.536,1,0.0856,0.03,0.000141,0.08,0.82,135.995,215832,4,Crush,['Tessa Violet'],1,pop
0.683,0.636,7,-12.096,0,0.0978,0.302,0.498,0.0972,0.615,160.012,142365,4,Tunnel of Love,"['ilyTOMMY', 'Savage Ga$p']",1,Alternative
0.655,0.699,11,-4.421,1,0.0493,0.0352,0,0.064,0.802,86.704,187427,4,History,['One Direction'],1,pop
0.704,0.81,4,-4.874,0,0.0425,0.000315,0,0.216,0.726,102.98,216200,4,Misery,['Maroon 5'],1,pop
0.39,0.502,10,-12.277,1,0.178,0.336,0.000138,0.0713,0.289,97.871,247320,4,Strawberry Fields Forever - Remastered 2009,['The Beatles'],1,rock
0.851,0.404,0,-11.855,1,0.124,0.386,2.49E-06,0.0733,0.0651,100,150882,4,Team,['Xavier Weeks'],1,Alternative
0.896,0.586,10,-6.687,0,0.0559,0.104,0,0.79,0.642,116.971,196653,4,The Box,['Roddy Ricch'],1,Alternative
0.563,0.704,1,-6.736,0,0.0378,0.199,3.31E-06,0.346,0.549,78.02,136869,4,Introspective,['Oliver Tree'],1,hip hop
0.621,0.594,9,-16.066,1,0.0384,0.887,0.498,0.0917,0.698,165.863,167987,4,New Flesh,['Current Joys'],1,pop
0.534,0.589,1,-1.865,1,0.325,0.256,6.02E-05,0.176,0.632,78.616,209829,4,Cradles,['Sub Urban'],1,
0.729,0.625,4,-5.266,1,0.0315,0.194,0.00986,0.248,0.261,146.034,183907,4,Mo Bamba,['Sheck Wes'],1,hip hop
0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,243837,4,goosebumps,['Travis Scott'],1,Alternative
0.792,0.698,1,-6.364,1,0.172,0.489,0.0788,0.127,0.751,129.971,173938,4,Cha Cha,['Freddie Dredd'],1,Alternative
0.456,0.793,5,-5.569,1,0.65,0.175,0,0.169,0.707,205.348,194947,4,Dead Or Alive,['Jazz Cartier'],1,hip hop
0.77,0.724,8,-5.484,1,0.0495,0.0167,0.0107,0.353,0.898,121.975,176840,4,Roses - Imanbek Remix,"['SAINt JHN', 'Imanbek']",1,pop
0.723,0.654,0,-6.82,1,0.298,0.384,0,0.384,0.675,149.949,252240,4,iSpy (feat. Lil Yachty),"['KYLE', 'Lil Yachty']",1,hip hop
0.742,0.713,1,-5.522,0,0.0303,0.0205,0,0.059,0.879,120.032,189960,4,Maps,['Maroon 5'],1,pop
0.378,0.461,9,-6.202,1,0.0275,0.627,0,0.386,0.232,75.363,223270,4,Selfish,['Madison Beer'],1,pop
0.471,0.924,8,-3.906,1,0.0586,0.00301,0,0.313,0.725,154.961,177280,4,Everybody Talks,['Neon Trees'],1,pop
0.761,0.856,0,-3.65,0,0.0731,0.02,0,0.149,0.967,106.009,185200,4,Troublemaker (feat. Flo Rida),"['Olly Murs', 'Flo Rida']",1,pop
0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,209386,4,Out of My League,['Fitz and The Tantrums'],1,rock
0.378,0.638,10,-5.576,1,0.075,0.02,7.66E-05,0.0849,0.735,184.086,250627,4,We Are Young (feat. Janelle Monáe),"['fun.', 'Janelle Monáe']",1,pop
0.672,0.738,0,-7.045,1,0.0506,0.0178,6.75E-05,0.0927,0.392,107.938,277040,4,Some Nights,['fun.'],1,pop
0.449,0.864,9,-1.159,0,0.0378,0.0133,1.31E-06,0.0984,0.355,105.121,240467,4,Show Me What I'm Looking For,['Carolina Liar'],1,rock
